,Category,Message
2706,1,S now only i took tablets . Reaction morning only.
2708,1,"Nah, I'm a perpetual DD"
2709,1,Sorry de i went to shop.
2711,1,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
2712,1,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
2713,1,Nope i'm not drivin... I neva develop da photos lei...
2714,1,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
2715,1,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
2716,1,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
2717,1,Okie.. Thanx..
2719,1,Go where n buy? Juz buy when we get there lar.
2720,1,Ok lor...
2721,1,I'm working technical support :)voice process.
2722,1,It's justbeen overa week since we broke up and already our brains are going to mush!
2723,1,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
2724,1,Nope... C Ì_ then...
2725,1,No. But we'll do medical missions to nigeria
2726,1,No i am not having not any movies in my laptop
2727,1,Whatsup there. Dont u want to sleep
2730,1,I havent lei.. Next mon can?
2731,1,Mm feeling sleepy. today itself i shall get that dear
2732,1,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
2733,1,Do Ì_ noe if ben is going?
2734,1,Can you do a mag meeting this avo at some point?
2735,1,I meant middle left or right?
2736,1,Really? I crashed out cuddled on my sofa.
2737,1,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
2738,1,"I sent you the prices and do you mean the  &lt;#&gt; g,"
2739,1,Are you this much buzy
2740,1,Nothing. Can...
2742,1,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
2743,1,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
2744,1,"Tick, tick, tick ... Babe"
2745,1,R Ì_ going 4 today's meeting?
2746,1,K da:)how many page you want?
2747,1,Ya had just now.onion roast.
2748,1,Send his number and give reply tomorrow morning for why you said that to him like that ok
2749,1,You said not now. No problem. When you can. Let me know.
2750,1,Ok but tell me half an hr b4 u come i need 2 prepare.
2751,1,Play w computer? Aiyah i tok 2 u lor?
2752,1,Sat right? Okay thanks... 
2753,1,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
2754,1,Ok Chinese food on its way. When I get fat you're paying for my lipo.
2755,1,We r outside already.
2756,1,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
2757,1,Yo we are watching a movie on netflix
2758,1,What time. IÛ÷m out until prob 3 or so
2759,1,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
2760,1,I dont thnk its a wrong calling between us
2761,1,I am not sure about night menu. . . I know only about noon menu
2762,1,ARR birthday today:) i wish him to get more oscar.
2763,1,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2764,1,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
2765,1, and  picking them up from various points
2767,1,Wow v v impressed. Have funs shopping!
2768,1,I am on the way to ur home
2770,1,No problem. Talk to you later
2771,1,Then ur sis how?
2772,1,Still in customer place
2774,1,"Dude u knw also telugu..thts gud..k, gud nyt.."
2775,1,We confirm eating at esplanade?
2776,1,Send me your id and password
2777,1,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
2779,1,Well I might not come then...
2780,1,Long after I quit. I get on only like 5 minutes a day as it is.
2781,1,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
2782,1,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
2783,1,"Just arrived, see you in a couple days &lt;3"
2784,1,"K, wat s tht incident?"
2785,1,Yeah get the unlimited
2786,1,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
2787,1,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
2788,1,ÌÏ got wat to buy tell us then Ì_ no need to come in again.
2789,1,When you are big..| God will bring success.
2791,1,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham"""
2792,1,Not from this campus. Are you in the library?
2793,1,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
2794,1,How will I creep on you now? ;_;
2795,1,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
2796,1,If I get there before you after your ten billion calls and texts so help me god
2797,1,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
2798,1,I've told him that i've returned it. That should i re order it.
2799,1,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
2800,1,Depends on where u going lor.
2801,1,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
2803,1,Lil fever:) now fine:)
2804,1,I think it's all still in my car
2805,1,Can a not?
2807,1,Yes princess! I want to catch you with my big strong hands...
2808,1,Oh yeah I forgot. U can only take 2 out shopping at once.
2809,1,Mm so you asked me not to call radio
2810,1,Thinkin about someone is all good. No drugs for that
2811,1,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2812,1,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
2813,1,"Alright if you're sure, let me know when you're leaving"
2814,1,Some are lasting as much as 2 hours. You might get lucky.
2815,1,Genius what's up. How your brother. Pls send his number to my skype.
2817,1,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
2818,1,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
2820,1,Oh god..taken the teeth?is it paining
2822,1,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
2823,1,No need to buy lunch for me.. I eat maggi mee..
2825,1,Ok lor...
2826,1,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
2827,1,Wife.how she knew the time of murder exactly
2829,1,Howz that persons story
2830,1,Thanx 4 sending me home...
2831,1,Its normally hot mail. Com you see!
2833,1,U sick still can go shopping?
2834,1,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
2835,1,Nice.nice.how is it working?
2836,1,1's reach home call me.
2837,1,Were trying to find a Chinese food place around here
2838,1,"Easy mate, * guess the quick drink was bit ambitious."
2839,1,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
2840,1,Ok thanx...
2841,1,aathi..where are you dear..
2842,1,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
2843,1,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
2844,1,Will be out of class in a few hours. Sorry
2845,1,Wat time u finish ur lect today?
2847,1,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
2849,1,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
2850,1,Are you going to wipro interview today?
2851,1,how tall are you princess?
2852,1,I doubt you could handle 5 times per night in any case...
2853,1,Haha... Hope Ì_ can hear the receipt sound... Gd luck!
2854,1,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
2855,1,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
2856,1,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
2857,1,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
2858,1,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
2859,1,I want to be there so i can kiss you and feel you next to me
2860,1,I am not at all happy with what you saying or doing
2862,1,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
2863,1,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
2864,1,He says hi and to get your ass back to south tampa (preferably at a kegger)
2865,1,Smith waste da.i wanna gayle.
2866,1,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
2867,1,"Aight, tomorrow around  &lt;#&gt;  it is"
2868,1,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
2870,1,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
2871,1,See you there! 
2872,1,I dont understand your message.
2873,1,Crucify is c not s. You should have told me earlier.
2874,1,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
2875,1,Fuck cedar key and fuck her (come over anyway tho)
2876,1,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
2878,1,U still painting ur wall?
2880,1,Printer is cool. I mean groovy. Wine is groovying
2881,1,Hi Harish's rent has been transfred to ur Acnt.
2882,1,Anything lor is she coming?
2883,1,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
2884,1,ÌÏ still attending da talks?
2885,1,No probs hon! How u doinat the mo?
2886,1,K I'll take care of it
2887,1,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
2888,1,My battery is low babe
2889,1,Shuhui has bought ron's present it's a swatch watch...
2890,1,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
2891,1,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
2892,1,K I'll be sure to get up before noon and see what's what
2893,1,K...k...yesterday i was in cbe .
2894,1,Went to ganesh dress shop
2896,1,ÌÏ collecting ur laptop then going to configure da settings izzit?
2897,1,If you r @ home then come down within 5 min
2898,1,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
2899,1,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
2901,1,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it."
2902,1,Tell me pa. How is pain de.
2903,1,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
2904,1,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
2905,1,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
2906,1,ALRITE
2907,1,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
2909,1,How do you guys go to see movies on your side.
2910,1,"Sorry,in meeting I'll call later"
2911,1,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
2912,1,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
2914,1,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
2915,1,What time should I tell my friend to be around?
2916,1,Yes. that will be fine. Love you. Be safe.
2917,1,Thanks chikku..:-) gud nyt:-*
2918,1,Is xy in ur car when u picking me up?
2919,1,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
2920,1,"Yo, any way we could pick something up tonight?"
2921,1,I've not sent it. He can send me.
2922,1,Fine am simply sitting.
2923,1,Thts god's gift for birds as humans hav some natural gift frm god..
2924,1,Are you coming to day for class.
2925,1,Im done. Just studyn in library
2926,1,Ok... U enjoy ur shows...
2927,1,Anything...
2928,1,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
2929,1,Wat's my dear doing? Sleeping ah?
2930,1,Hi' Test on  &lt;#&gt; rd ....
2931,1,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
2932,1,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
2933,1,Yup n her fren lor. I'm meeting my fren at 730.
2934,1,"Yeah, we got one lined up for us"
2935,1,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"""
2936,1,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
2937,1,Hey i've booked the pilates and yoga lesson already... Haha
2938,1,Are you ok. What happen to behave like this
2940,1,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
2941,1,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
2942,1,No message..no responce..what happend?
2944,1,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
2945,1,make that 3! 4 fucks sake?! x
2946,1,Leave it. U will always be ignorant.
2947,1,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
2948,1,at bruce b downs &amp; fletcher now
2949,1,Where are you ? You said you would be here when I woke ... :-(
2950,1,Hey now am free you can call me.
2951,1,Tell me whos this pls:-)
2953,1,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
2954,1,Id have to check but there's only like 1 bowls worth left
2955,1,Yes there were many sweets
2956,1,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
2958,1,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
2959,1,Sir send to group mail check it.
2960,1,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
2961,1,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
2962,1,You dont know you jabo me abi.
2964,1,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
2965,1,"Are you being good, baby? :)"
2966,1,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
2967,1,"Mostly sports type..lyk footbl,crckt.."
2968,1,Ma head dey swell oh. Thanks for making my day
2969,1,U should make a fb list
2970,1,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
2971,1,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
2972,1,Happy New Year Princess!
2973,1,"I'll text carlos and let you know, hang on"
2974,1,"Don't worry, * is easy once have ingredients!"
2975,1,I love u 2 my little pocy bell I am sorry but I love u
2976,1,"Ok omw now, you at castor?"
2977,1,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
2979,1,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
2980,1,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
2981,1,"Tonight? Yeah, I'd be down for that"
2982,1,What should i eat fo lunch senor
2983,1,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
2984,1,No break time one... How... I come out n get my stuff fr Ì_?
2986,1,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
2987,1,Do you still have the grinder?
2989,1,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
2991,1,K.i did't see you.:)k:)where are you now?
2992,1,So i'm doing a list of buyers.
2993,1,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
2994,1,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
2995,1,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
2996,1,Don know..he is watching film in computer..
2997,1,No b4 Thursday
2998,1,"Oh, then your phone phoned me but it disconnected"
2999,1,Id onluy matters when getting on from offcampus
3001,1,"Excellent, I'll see what riley's plans are"
3002,1,I will see in half an hour
3004,1,Ew are you one of them?
3005,1,Also hi wesley how've you been
3006,1,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
3009,1,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
3010,1,"Hm good morning, headache anyone? :-)"
3011,1,Yeah no probs - last night is obviously catching up with you... Speak soon 
3013,1,I might go 2 sch. Yar at e salon now v boring.
3014,1, &lt;#&gt;  mins but i had to stop somewhere first.
3015,1,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
3016,1,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
3017,1,I didn't get the second half of that message
3018,1,Wat time do u wan 2 meet me later?
3019,1,I thank you so much for all you do with selflessness. I love you plenty.
3020,1,Am in film ill call you later.
3021,1,How dare you change my ring
3022,1,You are a very very very very bad girl. Or lady.
3023,1,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
3024,1,"What part of \don't initiate\"" don't you understand"""
3025,1,I finished my lunch already. U wake up already?
3026,1,You still at the game?
3027,1,You have got tallent but you are wasting.
3028,1,What is your record for one night? :)
3029,1,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
3030,1, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
3031,1,Jokin only lar... :-) depends on which phone my father can get lor...
3032,1,"Aight, lemme know what's up"
3033,1,Get ready for  &lt;#&gt;  inches of pleasure...
3034,1,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
3035,1,;-) ok. I feel like john lennon.
3036,1,Cos darren say Ì_ considering mah so i ask Ì_...
3037,1,You are not bothering me but you have to trust my answers. Pls.
3038,1,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
3039,1,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
3040,1,Aight what time you want me to come up?
3041,1,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
3042,1,Your bill at 3 is å£33.65 so thats not bad!
3043,1,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
3044,1,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
3045,1,So how's the weather over there?
3046,1,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
3047,1,Die... Now i have e toot fringe again...
3048,1,Lol they don't know about my awesome phone. I could click delete right now if I want.
3049,1,Ok
3050,1,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
3051,1,Please leave this topic..sorry for telling that..
3052,1,Pls send me the correct name da.
3053,1,What happened to our yo date?
3055,1,Webpage s not available!
3056,1,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
3058,1,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
3059,1,K..k...from tomorrow onwards started ah?
3060,1,What u talking bout early morning? It's almost noon where your at!
3061,1,Fine. Do you remember me.
3063,1,Ok. How many should i buy.
3064,1,"Sounds good, keep me posted"
3066,1,Ok. So april. Cant wait
3067,1,Boy you best get yo ass out here quick
3068,1,Ay wana meet on sat?Ì_ wkg on sat?
3069,1,I'm now but have to wait till 2 for the bus to pick me.
3070,1,Apart from the one i told you about yesterday?
3071,1,Ok lor... But buy wat?
3072,1,Somebody should go to andros and steal ice
3073,1,Don know. I did't msg him recently.
3074,1,Take us out shopping and Mark will distract Isaiah.=D
3075,1,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
3076,1,There is no sense in my foot and penis.
3077,1,Okay but i thought you were the expert
3078,1,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
3079,1,S.s:)i thinl role is like sachin.just standing. Others have to hit.
3080,1,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
3081,1,"And very importantly, all we discuss is between u and i only."
3082,1,K..k:)how about your training process?
3083,1,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
3084,1,In da car park 
3085,1,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
3086,1,So i asked how's anthony. Dad. And your bf
3087,1,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
3088,1,What Today-sunday..sunday is holiday..so no work..
3089,1,Am going to take bath ill place the key in window:-)
3091,1,"Dear, take care. I am just reaching home.love u a lot."
3092,1,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
3093,1,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
3094,1,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
3095,1,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
3096,1,"Yo, you at jp and hungry like a mofo?"
3097,1,This is all just creepy and crazy to me.
3098,1,Ok... I din get ur msg...
3099,1,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
3100,1,Pathaya enketa maraikara pa'
3101,1,Even if he my friend he is a priest call him now
3102,1,"U so lousy, run already come back then half dead... Hee..."
3103,1,That's y i said it's bad dat all e gals know u... Wat u doing now?
3104,1,Or remind me in a few hrs.
3105,1,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
3106,1,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
3107,1,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
3108,1,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
3110,1,Short But Cute : \ Be a good person 
3111,1,Just haven't decided where yet eh ?
3112,1,"Wat time liao, where still got."
3113,1,Yes watching footie but worried we're going to blow it - Phil Neville?
3114,1,I wait 4 Ì_ inside da car park...
3115,1,Uncle Abbey! Happy New Year. Abiola
3116,1,Now am free call me pa.
3117,1,R u saying i should re order the slippers cos i had to pay for returning it.
3118,1,Stop knowing me so well!
3119,1,Good evening! this is roger. How are you?
3120,1,Small problem in auction:)punj now asking tiwary
3122,1,He telling not to tell any one. If so treat for me hi hi hi
3123,1,My uncles in Atlanta. Wish you guys a great semester.
3125,1,U coming 2 pick me?
3126,1,Thats cool. i liked your photos. You are very sexy!
3127,1,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
3128,1,"Haha better late than ever, any way I could swing by?"
3129,1,Ok. But i finish at 6.
3131,1,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
3132,1,So no messages. Had food?
3133,1,Ok going to sleep. Hope i can meet her.
3134,1,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
3135,1,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
3136,1,You're right I have now that I think about it
3137,1,Wat r u doing now?
3138,1,Is ur lecture over?
3140,1,Customer place i will call you
3141,1,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
3142,1,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
3143,1,"Haha I heard that, text me when you're around"
3144,1,I.ll get there tomorrow and send it to you
3145,1,\SHIT BABE.. THASA BIT MESSED UP.YEH
3146,1,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
3147,1,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
3148,1,"Sorry,  in meeting I'll call you later"
3149,1,Yo! Howz u? girls never rang after india. L
3150,1,Yeah but which is worse for i
3152,1,I tagged MY friends that you seemed to count as YOUR friends.
3154,1,Ok...
3155,1,Long time. You remember me today.
3156,1,Havent shopping now lor i juz arrive only
3157,1,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
3158,1,Are you up for the challenge? I know i am :)
3159,1,How much did ur hdd casing cost.
3160,1,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
3161,1,I can't describe how lucky you are that I'm actually awake by noon
3163,1,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
3164,1,Cheers for the card ... Is it that time of year already?
3166,1,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
3167,1,Ugh hopefully the asus ppl dont randomly do a reformat.
3168,1,"Haven't seen my facebook, huh? Lol!"
3169,1,"Mah b, I'll pick it up tomorrow"
3170,1,Still otside le..u come 2morrow maga..
3171,1,Do u still have plumbers tape and a wrench we could borrow?
3173,1,It vl bcum more difficult..
